Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID	Gene name	Gene type
7	126090880	126102609	-1	ENSMUSG00000032637	Atxn2l	protein_coding
5	104137628	104169785	-1	ENSMUSG00000029311	Hsd17b11	protein_coding
15	10325466	10373835	1	ENSMUSG00000094814	Gm21973	protein_coding
15	85691173	85695898	-1	ENSMUSG00000064284	Cdpf1	protein_coding
13	27083674	27083979	-1	ENSMUSG00000082236	Gm11355	processed_pseudogene
13	27152474	27242005	-1	ENSMUSG00000114646	Gm47888	lncRNA
13	74107060	74111852	-1	ENSMUSG00000113274	Gm41002	lncRNA
13	74111970	74141109	1	ENSMUSG00000069189	Zdhhc11	protein_coding
19	5808379	5821447	-1	ENSMUSG00000024941	Scyl1	protein_coding
3	36205166	36224491	1	ENSMUSG00000033883	Zfp267	protein_coding
3	36233573	36276462	-1	ENSMUSG00000058400	Qrfpr	protein_coding
5	104192485	104195263	-1	ENSMUSG00000106035	Gm43545	TEC
5	122917588	122924160	1	ENSMUSG00000105613	Gm43684	TEC
5	104194172	104213245	1	ENSMUSG00000029310	Nudt9	protein_coding
8	110067323	110067496	-1	ENSMUSG00000110528	Gm1943	processed_pseudogene
8	110152276	110152376	-1	ENSMUSG00002075982	Gm54845	miRNA
8	84441806	84453521	1	ENSMUSG00000005481	Ddx39a	protein_coding
13	27241553	27249188	1	ENSMUSG00000021342	Prl	protein_coding
10	67798309	67809538	-1	ENSMUSG00000112899	4930521O17Rik	lncRNA
11	24049688	24065405	-1	ENSMUSG00000086612	Gm12064	lncRNA
10	38841511	38986184	1	ENSMUSG00000019846	Lama4	protein_coding
11	24110528	24122824	-1	ENSMUSG00000085516	4930538E20Rik	lncRNA
11	24148737	24152624	-1	ENSMUSG00000086117	Gm12065	lncRNA
11	115790792	115797095	1	ENSMUSG00000048442	Smim5	protein_coding
3	81889597	81928540	1	ENSMUSG00000028008	Asic5	protein_coding
15	85698871	85705935	-1	ENSMUSG00000052496	Pkdrej	protein_coding
15	10358618	10410239	1	ENSMUSG00000089678	Agxt2	protein_coding
16	50346608	50379822	1	ENSMUSG00000097694	G730013B05Rik	lncRNA
11	115802843	115804746	1	ENSMUSG00000075420	Smim6	protein_coding
16	93715919	93809696	-1	ENSMUSG00000047109	Cldn14	protein_coding
11	24151418	24167601	1	ENSMUSG00000085579	Gm12066	lncRNA
11	24376246	24672646	1	ENSMUSG00000087085	Gm12068	lncRNA
11	115815853	115816969	1	ENSMUSG00000087072	Recql5os1	lncRNA
11	24431909	24519952	1	ENSMUSG00000086892	4933430M04Rik	lncRNA
11	24502438	24503962	-1	ENSMUSG00000081767	Gm12067	processed_pseudogene
11	24503986	24504058	-1	ENSMUSG00002076333	Gm54928	snRNA
11	24629568	24629711	-1	ENSMUSG00002075301	Gm54929	miRNA
11	24671006	24680722	-1	ENSMUSG00000073103	Gm10466	lncRNA
11	24853983	24876058	-1	ENSMUSG00000087145	Gm12665	lncRNA
16	50410220	50411517	-1	ENSMUSG00000050685	Ccdc54	protein_coding
13	74137085	74137252	-1	ENSMUSG00000113923	Gm10126	processed_pseudogene
11	25182626	25317137	1	ENSMUSG00000033015	4933427E13Rik	lncRNA
13	74157526	74183872	1	ENSMUSG00000021573	Tppp	protein_coding
16	50410866	50474529	1	ENSMUSG00000116848	4930542D17Rik	lncRNA
3	36257438	36259772	1	ENSMUSG00000104568	Gm43255	lncRNA
16	93778332	93779476	-1	ENSMUSG00000116681	Gm49618	lncRNA
3	36267963	36268905	-1	ENSMUSG00000106180	Pou5f1-rs11	processed_pseudogene
3	36326476	36328809	-1	ENSMUSG00000106140	Gm42208	lncRNA
3	36448848	36449346	-1	ENSMUSG00000105281	Gm17835	processed_pseudogene
3	36475725	36476271	1	ENSMUSG00000105792	Gm17887	processed_pseudogene
16	50485371	50486709	-1	ENSMUSG00000083692	Gm9575	processed_pseudogene
3	81939313	81981996	-1	ENSMUSG00000028005	Gucy1b1	protein_coding
16	93816801	93817183	1	ENSMUSG00000116939	Gm49619	processed_pseudogene
16	93882510	93884725	-1	ENSMUSG00000116569	Gm49620	lncRNA
11	25188588	25188715	-1	ENSMUSG00000077669	Gm24255	snoRNA
16	50547495	50547608	1	ENSMUSG00000098482	Mir6363	miRNA
11	25251263	25272786	1	ENSMUSG00000086439	Gm12069	lncRNA
16	50603772	50604454	1	ENSMUSG00000092276	1700116B05Rik	lncRNA
11	115824108	115857551	1	ENSMUSG00000020755	Sap30bp	protein_coding
16	50740905	50741011	-1	ENSMUSG00000118814	Gm24925	snRNA
16	50871493	50873367	1	ENSMUSG00000116706	Gm32431	lncRNA
13	74166912	74168253	-1	ENSMUSG00000080966	Gm6263	processed_pseudogene
16	51182815	51184195	-1	ENSMUSG00000081453	Gm6767	processed_pseudogene
5	104195869	104195929	1	ENSMUSG00000093690	Mir5619	miRNA
13	27278173	27284241	1	ENSMUSG00000057170	Prl3d1	protein_coding
16	51236997	51237311	-1	ENSMUSG00000116855	Gm49608	processed_pseudogene
5	5714829	5744578	-1	ENSMUSG00000015653	Steap2	protein_coding
16	51800739	51825858	-1	ENSMUSG00000116725	Gm29686	lncRNA
6	124507304	124519318	-1	ENSMUSG00000038521	C1s1	protein_coding
7	83523570	83527128	1	ENSMUSG00000109452	Gm44530	TEC
7	43430459	43434834	1	ENSMUSG00000030693	Klk10	protein_coding
15	85716507	85743023	1	ENSMUSG00000035944	Ttc38	protein_coding
16	93885790	93927891	1	ENSMUSG00000062713	Sim2	protein_coding
18	36934919	36935061	1	ENSMUSG00002074846	Vaultrc5	misc_RNA
18	36943944	36944053	1	ENSMUSG00002075575	Gm54600	miRNA
18	37053449	37055068	1	ENSMUSG00000063514	Gm6756	processed_pseudogene
18	65634477	65635919	1	ENSMUSG00000118389	Gm50246	processed_pseudogene
13	27305681	27311538	1	ENSMUSG00000062737	Prl3d2	protein_coding
7	83529081	83533513	-1	ENSMUSG00000070462	Tlnrd1	protein_coding
X	41616743	42518003	-1	ENSMUSG00000016150	Tenm1	protein_coding
7	43441315	43446181	1	ENSMUSG00000047884	Klk9	protein_coding
18	65659224	65664872	-1	ENSMUSG00000117860	Gm30018	lncRNA
18	65679179	65679652	1	ENSMUSG00000118179	Gm50247	processed_pseudogene
18	65711423	65713815	-1	ENSMUSG00000117992	Gm41760	lncRNA
9	53448347	53485642	1	ENSMUSG00000033054	Npat	protein_coding
18	37063237	37320714	1	ENSMUSG00000103442	Pcdha1	protein_coding
8	110220659	110269272	1	ENSMUSG00000031727	Pmfbp1	protein_coding
10	88721854	88765377	1	ENSMUSG00000020062	Slc5a8	protein_coding
11	115837276	115842931	-1	ENSMUSG00000087064	Sap30bpos	lncRNA
11	25552763	26160763	-1	ENSMUSG00000032985	5730522E02Rik	protein_coding
7	26307061	26317889	-1	ENSMUSG00000091924	Vmn1r185	protein_coding
13	49189779	49301490	-1	ENSMUSG00000037989	Wnk2	protein_coding
1	46453662	46456092	1	ENSMUSG00000101262	Gm8326	processed_pseudogene
16	93929741	94114430	-1	ENSMUSG00000040820	Hlcs	protein_coding
3	36503072	36530043	-1	ENSMUSG00000027712	Anxa5	protein_coding
1	153378761	153425791	-1	ENSMUSG00000042684	Npl	protein_coding
7	83533674	83550740	1	ENSMUSG00000038503	Mesd	protein_coding
11	25635140	25635269	1	ENSMUSG00000064761	Gm23514	snoRNA
11	26152240	26152348	1	ENSMUSG00000099015	Mir6372	miRNA
11	26287540	26287703	-1	ENSMUSG00000119883	Gm22868	snRNA
11	98093885	98169330	1	ENSMUSG00000003119	Cdk12	protein_coding
15	10446842	10470602	-1	ENSMUSG00000044224	Dnajc21	protein_coding
10	38994800	39009910	-1	ENSMUSG00000051736	Fam229b	protein_coding
7	14198976	14228155	-1	ENSMUSG00000094156	Sult2a7	protein_coding
9	80170588	80172732	-1	ENSMUSG00000099016	Gm27227	lncRNA
1	153495350	153496419	-1	ENSMUSG00000099858	Gm6652	processed_pseudogene
17	24692525	24698052	-1	ENSMUSG00000024142	Mlst8	protein_coding
1	46464752	46846636	1	ENSMUSG00000101337	Dnah7c	protein_coding
9	36619778	36638361	-1	ENSMUSG00000032113	Chek1	protein_coding
19	61212395	61216867	-1	ENSMUSG00000059326	Csf2ra	protein_coding
8	110274643	110292493	-1	ENSMUSG00000037993	Dhx38	protein_coding
15	85743946	85760774	1	ENSMUSG00000022385	Gtse1	protein_coding
7	26362517	26362576	-1	ENSMUSG00000118648	Gm55117	unprocessed_pseudogene
7	14251896	14252595	-1	ENSMUSG00000098290	Obox4-ps1	unprocessed_pseudogene
7	83541470	83545605	1	ENSMUSG00000108878	Gm49493	TEC
7	14263550	14263991	-1	ENSMUSG00000098741	Obox4-ps2	unprocessed_pseudogene
7	126145627	126165583	-1	ENSMUSG00000030738	Eif3c	protein_coding
6	124507870	124519269	1	ENSMUSG00000089961	Gm16567	lncRNA
6	124538174	124540744	1	ENSMUSG00000107568	Gm18840	unprocessed_pseudogene
5	5746858	5748794	1	ENSMUSG00000105996	Gm43219	TEC
6	124547253	124558130	1	ENSMUSG00000098470	C1rb	protein_coding
5	104217930	104225474	-1	ENSMUSG00000091034	Gm17660	protein_coding
3	36529610	36529673	-1	ENSMUSG00000098808	Mir7009	miRNA
18	37067005	37068202	-1	ENSMUSG00000103386	Gm37751	lncRNA
3	36530086	36536448	1	ENSMUSG00000027713	1810062G17Rik	protein_coding
18	37072258	37320710	1	ENSMUSG00000104148	Pcdha2	protein_coding
6	89293296	89339602	-1	ENSMUSG00000030084	Plxna1	protein_coding
3	36553953	36560958	-1	ENSMUSG00000085320	Gm11548	lncRNA
3	81999734	82053096	-1	ENSMUSG00000033910	Gucy1a1	protein_coding
16	93970161	93970270	-1	ENSMUSG00002075382	Gm54583	miRNA
16	93970185	93970518	-1	ENSMUSG00000115325	Gm48979	processed_pseudogene
16	93975400	93980057	1	ENSMUSG00000115246	Gm48984	lncRNA
16	94018880	94023871	-1	ENSMUSG00000115044	Gm48978	TEC
15	85761848	85763291	-1	ENSMUSG00000116435	Gm49548	lncRNA
16	94043133	94044206	-1	ENSMUSG00000114993	Gm6363	processed_pseudogene
15	10474865	10486033	-1	ENSMUSG00000022247	Brix1	protein_coding
7	43447001	43453250	1	ENSMUSG00000064023	Klk8	protein_coding
16	94129279	94137794	1	ENSMUSG00000022941	Ripply3	protein_coding
5	104217930	104220191	-1	ENSMUSG00000105261	Gm43333	TEC
5	5786317	5799326	-1	ENSMUSG00000015652	Steap1	protein_coding
2	152511381	152550590	1	ENSMUSG00000019188	H13	protein_coding
1	46846704	46932012	-1	ENSMUSG00000025986	Slc39a10	protein_coding
16	94159622	94172701	-1	ENSMUSG00000022940	Pigp	protein_coding
19	61220862	61221364	-1	ENSMUSG00000117740	Gm4242	processed_pseudogene
19	61244405	61247065	1	ENSMUSG00000117782	Gm18999	processed_pseudogene
3	36569206	36586533	-1	ENSMUSG00000085007	Smim43	protein_coding
19	61245972	61246227	-1	ENSMUSG00000117951	Gm50357	processed_pseudogene
19	61285340	61285507	-1	ENSMUSG00000095993	Gm21060	protein_coding
19	61293476	61293718	-1	ENSMUSG00000118197	Gm20762	processed_pseudogene
19	30075847	30152829	-1	ENSMUSG00000024827	Gldc	protein_coding
8	110292524	110300683	1	ENSMUSG00000031723	Txnl4b	protein_coding
5	5831615	5833555	-1	ENSMUSG00000100801	Gm15459	processed_pseudogene
7	126163046	126163152	-1	ENSMUSG00000084453	Gm24596	snRNA
7	26364652	26385862	-1	ENSMUSG00000040650	Cyp2b23	protein_coding
3	82013554	82013616	-1	ENSMUSG00000098712	Mir7010	miRNA
3	36593532	36594230	-1	ENSMUSG00000083388	Gm11550	processed_pseudogene
5	5848197	5849942	1	ENSMUSG00000104952	Gm38697	processed_pseudogene
3	121838092	121973772	1	ENSMUSG00000028125	Abca4	protein_coding
5	6064863	6065024	-1	ENSMUSG00000088692	Gm23838	snRNA
5	6361311	6363991	-1	ENSMUSG00000105370	Gm42718	processed_pseudogene
5	6408836	6409190	1	ENSMUSG00000106308	Gm42719	processed_pseudogene
5	6460438	6460530	1	ENSMUSG00000088380	Gm24686	snRNA
5	6464399	6477065	1	ENSMUSG00000106064	Gm40263	lncRNA
5	6476844	6479232	-1	ENSMUSG00000104663	Gm3203	processed_pseudogene
7	126166216	126166321	-1	ENSMUSG00000065341	Gm25579	snRNA
5	6696520	6696808	-1	ENSMUSG00000105487	Gm43324	processed_pseudogene
7	26438008	26445288	1	ENSMUSG00000108692	Gm45034	unprocessed_pseudogene
5	6798892	6799457	-1	ENSMUSG00000106532	Gm5714	processed_pseudogene
8	13222022	13250620	-1	ENSMUSG00000038515	Grtp1	protein_coding
5	104226977	104261599	-1	ENSMUSG00000029309	Sparcl1	protein_coding
18	37079158	37320710	1	ENSMUSG00000102312	Pcdha3	protein_coding
7	63803583	63919523	1	ENSMUSG00000030523	Trpm1	protein_coding
18	37085701	37320714	1	ENSMUSG00000104252	Pcdha4	protein_coding
1	46888689	46889639	-1	ENSMUSG00000100213	Gm28151	lncRNA
10	39009972	39028538	1	ENSMUSG00000019845	Tube1	protein_coding
1	46916363	46920232	-1	ENSMUSG00000103129	Gm37393	TEC
1	46935743	46936039	-1	ENSMUSG00000100160	Gm28527	processed_pseudogene
15	85763513	85781595	1	ENSMUSG00000022386	Trmu	protein_coding
1	47106948	47107185	1	ENSMUSG00000101921	Gm28825	processed_pseudogene
4	149234448	149251228	-1	ENSMUSG00000028961	Pgd	protein_coding
1	47192621	47228231	1	ENSMUSG00000101447	Gm28826	lncRNA
1	47404803	47405531	-1	ENSMUSG00000081185	Gm4852	processed_pseudogene
1	47472983	47474924	-1	ENSMUSG00000103246	Gm38090	TEC
1	47506180	47506284	-1	ENSMUSG00000098876	Mir6350	miRNA
1	47518027	47519357	1	ENSMUSG00000100530	Gm18117	processed_pseudogene
1	47645155	47646060	1	ENSMUSG00000104067	Gm37196	TEC
1	47696852	47698789	1	ENSMUSG00000100033	Gm8337	processed_pseudogene
1	47788438	47788558	-1	ENSMUSG00002075213	Gm54870	miRNA
1	47790458	47790727	-1	ENSMUSG00002076633	Gm54871	misc_RNA
1	47954148	47954974	-1	ENSMUSG00000101996	Gm19206	processed_pseudogene
1	48353025	48354010	-1	ENSMUSG00000096973	Gm5974	processed_pseudogene
X	41770634	41770763	-1	ENSMUSG00000077558	Gm23705	snoRNA
X	41977607	41977997	-1	ENSMUSG00000083098	Gm14578	processed_pseudogene
1	48501332	48501452	-1	ENSMUSG00000064943	Gm23240	snRNA
1	48566798	48567010	1	ENSMUSG00000100866	Gm28830	processed_pseudogene
X	42342923	42343112	1	ENSMUSG00000065622	Gm24763	snRNA
1	48770738	48772249	-1	ENSMUSG00000101721	Gm8354	processed_pseudogene
X	42500963	42501620	-1	ENSMUSG00000081300	Gm14587	processed_pseudogene
X	42562660	42562831	-1	ENSMUSG00000082839	Gm14588	processed_pseudogene
X	42678620	42678902	-1	ENSMUSG00000083598	Gm14579	processed_pseudogene
1	48822822	48823752	1	ENSMUSG00000099376	Gm19124	processed_pseudogene
X	72935708	72939108	1	ENSMUSG00000031390	Avpr2	protein_coding
5	104257083	104267553	1	ENSMUSG00000097877	Gm26703	lncRNA
19	30138020	30138397	1	ENSMUSG00000058607	Rpl31-ps20	processed_pseudogene
1	48920872	48921882	1	ENSMUSG00000097883	Gm8357	processed_pseudogene
1	49134603	49135044	1	ENSMUSG00002076043	Gm54872	miRNA
1	49212319	49212533	-1	ENSMUSG00000099698	Gm28740	processed_pseudogene
5	6819010	7394756	-1	ENSMUSG00000092094	Zfp804b	protein_coding
19	30210342	30217087	1	ENSMUSG00000024863	Mbl2	protein_coding
5	7227706	7227856	-1	ENSMUSG00000064851	Gm24525	snRNA
5	7229365	7230700	1	ENSMUSG00000095159	Tubb4b-ps1	processed_pseudogene
1	10108212	10206993	1	ENSMUSG00000056763	Cspp1	protein_coding
5	7283401	7285837	-1	ENSMUSG00000105711	Gm42598	TEC
5	7310856	7312399	-1	ENSMUSG00000105980	Gm42597	TEC
5	104318578	104327993	1	ENSMUSG00000053268	Dspp	protein_coding
X	42680037	42682409	1	ENSMUSG00000078320	Tex13c1	protein_coding
X	42799268	42799985	1	ENSMUSG00000081856	Gm14580	processed_pseudogene
X	132483609	132589736	-1	ENSMUSG00000051323	Pcdh19	protein_coding
19	30238841	30238917	-1	ENSMUSG00002075891	Gm54628	miRNA
19	30242280	30242560	1	ENSMUSG00002075253	Gm54629	misc_RNA
19	30468103	30468685	-1	ENSMUSG00000118374	Gm17885	processed_pseudogene
15	65658883	65745665	1	ENSMUSG00000015002	Efr3a	protein_coding
19	30508876	30509329	-1	ENSMUSG00000117953	Gm50264	processed_pseudogene
5	7326324	7326909	1	ENSMUSG00000105832	Gm43841	processed_pseudogene
19	30516328	30516945	-1	ENSMUSG00000058816	Ppp1r2-ps3	processed_pseudogene
19	30523263	30527065	-1	ENSMUSG00000024868	Dkk1	protein_coding
5	7354119	7361491	1	ENSMUSG00000040514	Tex47	protein_coding
11	98129444	98129521	1	ENSMUSG00002075227	Gm54932	miRNA
11	98153432	98153488	1	ENSMUSG00000093176	Mir5119	miRNA
11	98164086	98164192	-1	ENSMUSG00002074991	Gm54933	rRNA
11	98176208	98178270	1	ENSMUSG00000093673	Gm20644	lncRNA
10	67815400	67895570	1	ENSMUSG00000037846	Rtkn2	protein_coding
11	98216241	98220474	-1	ENSMUSG00000038255	Neurod2	protein_coding
5	7449362	7450362	-1	ENSMUSG00000098077	Gm4960	processed_pseudogene
5	104350479	104361968	1	ENSMUSG00000029307	Dmp1	protein_coding
19	30541889	31742433	-1	ENSMUSG00000052920	Prkg1	protein_coding
11	59138859	59181578	-1	ENSMUSG00000009900	Wnt3a	protein_coding
6	89322122	89323545	1	ENSMUSG00000107570	Gm44207	TEC
18	37085704	37086096	-1	ENSMUSG00000102634	Gm38225	lncRNA
18	37085794	37973253	1	ENSMUSG00000103458	Gm37013	protein_coding
11	59197754	59224378	1	ENSMUSG00000000126	Wnt9a	protein_coding
4	129996351	130021928	1	ENSMUSG00000028779	Pef1	protein_coding
18	37093493	37320710	1	ENSMUSG00000103092	Pcdha5	protein_coding
6	47507073	47572275	-1	ENSMUSG00000029687	Ezh2	protein_coding
16	94159800	94160171	-1	ENSMUSG00000089814	Gm15310	transcribed_processed_pseudogene
18	37100644	37101201	-1	ENSMUSG00000103384	Gm37753	lncRNA
16	51851588	52028411	1	ENSMUSG00000022637	Cblb	protein_coding
5	104387179	104394568	-1	ENSMUSG00000105615	Gm31048	lncRNA
18	37100684	37320710	1	ENSMUSG00000103707	Pcdha6	protein_coding
5	7730108	8010346	-1	ENSMUSG00000105068	Gm30835	lncRNA
5	104445054	104445163	1	ENSMUSG00002076521	Gm54981	miRNA
5	7907108	7907847	1	ENSMUSG00000081226	Gm8802	processed_pseudogene
11	59227877	59227972	-1	ENSMUSG00002076465	Gm54934	miRNA
5	7938685	7938793	1	ENSMUSG00002076164	Gm54982	miRNA
5	7973833	7974124	1	ENSMUSG00000104624	Gm43478	processed_pseudogene
11	26336135	26421876	1	ENSMUSG00000004018	Fancl	protein_coding
5	8010457	8032213	1	ENSMUSG00000012428	Steap4	protein_coding
18	37102969	37966349	1	ENSMUSG00000102836	Gm38666	protein_coding
18	37106855	37320710	1	ENSMUSG00000104318	Pcdha7	protein_coding
17	34501718	34506797	-1	ENSMUSG00000036594	H2-Aa	protein_coding
18	37108994	37966349	1	ENSMUSG00000103125	Gm37388	protein_coding
18	37113110	37122628	1	ENSMUSG00000104240	Gm36858	unprocessed_pseudogene
5	104447037	104459335	1	ENSMUSG00000029306	Ibsp	protein_coding
19	30681481	30681798	1	ENSMUSG00002076671	Gm54631	misc_RNA
4	62218579	62278785	-1	ENSMUSG00000066151	Fkbp15	protein_coding
19	31060237	31064469	1	ENSMUSG00000053536	Cstf2t	protein_coding
9	53491822	53521682	-1	ENSMUSG00000032047	Acat1	protein_coding
X	42912801	42913435	1	ENSMUSG00000081036	Gm14628	processed_pseudogene
18	37125424	37320710	1	ENSMUSG00000103800	Pcdha8	protein_coding
X	43402147	43402594	-1	ENSMUSG00000081704	Gm14603	processed_pseudogene
19	31089946	31090495	1	ENSMUSG00000118011	Gm50266	processed_pseudogene
X	43454335	43457219	-1	ENSMUSG00000050926	Dcaf12l2	protein_coding
19	31846164	31926395	1	ENSMUSG00000052595	A1cf	protein_coding
X	43555716	43556110	-1	ENSMUSG00000082775	Itpa-ps3	processed_pseudogene
X	43618328	43618667	-1	ENSMUSG00000080714	Gm14602	processed_pseudogene
18	37130933	37320710	1	ENSMUSG00000103770	Pcdha9	protein_coding
X	43875447	43879074	-1	ENSMUSG00000045284	Dcaf12l1	protein_coding
5	8087294	8102707	-1	ENSMUSG00000086528	Gm15731	lncRNA
8	13239031	13239098	-1	ENSMUSG00000088054	Mir1968	miRNA
8	110301760	110305804	-1	ENSMUSG00000031722	Hp	protein_coding
X	43951757	43952726	1	ENSMUSG00000083721	Gm7700	processed_pseudogene
X	132751729	132766326	1	ENSMUSG00000031250	Tnmd	protein_coding
5	104473195	104486477	1	ENSMUSG00000053863	Mepe	protein_coding
3	121918755	122021019	-1	ENSMUSG00000104887	Gm43158	unprocessed_pseudogene
5	72853321	72910120	-1	ENSMUSG00000054892	Txk	protein_coding
3	121945857	121946268	-1	ENSMUSG00000105351	Gm43157	processed_pseudogene
3	121977147	121978653	-1	ENSMUSG00000104799	Gm9361	processed_pseudogene
8	46486298	46605196	-1	ENSMUSG00000038291	Snx25	protein_coding
3	122023844	122024845	-1	ENSMUSG00000078592	Gm4609	processed_pseudogene
3	122026184	122026285	-1	ENSMUSG00002076165	Gm54633	miRNA
18	37138256	37320710	1	ENSMUSG00000007440	Pcdha10	protein_coding
3	152101110	152168463	1	ENSMUSG00000039068	Zzz3	protein_coding
9	80220612	80347534	-1	ENSMUSG00000032343	Impg1	protein_coding
X	44179781	44181668	1	ENSMUSG00000037086	Prr32	protein_coding
X	44492568	44493722	-1	ENSMUSG00000080764	Gm14606	processed_pseudogene
X	44586730	44587751	-1	ENSMUSG00000081129	Gm14605	processed_pseudogene
X	44635808	44638257	-1	ENSMUSG00000082886	Gm5386	processed_pseudogene
X	44875203	44875437	-1	ENSMUSG00000084158	Gm14652	processed_pseudogene
X	44884238	44884344	-1	ENSMUSG00000119236	Gm25078	snRNA
X	45215876	45217408	1	ENSMUSG00000084000	Gm14653	processed_pseudogene
17	24692858	24694443	1	ENSMUSG00000045744	Bricd5	protein_coding
X	45356436	45417788	-1	ENSMUSG00000085157	4930515L19Rik	lncRNA
X	45417884	45419222	1	ENSMUSG00000046615	Actrt1	protein_coding
X	45450337	45450783	1	ENSMUSG00000081551	Gm14654	processed_pseudogene
X	45544764	45545171	-1	ENSMUSG00000063816	Gm4987	processed_pseudogene
X	45562462	45862976	-1	ENSMUSG00000101233	Gm29242	lncRNA
X	45624732	45625502	-1	ENSMUSG00000082204	Gm7722	unprocessed_pseudogene
X	46469310	46470211	-1	ENSMUSG00000083499	Gm14609	processed_pseudogene
X	46475897	46476862	-1	ENSMUSG00000082426	Gm14610	processed_pseudogene
X	46560685	46561689	1	ENSMUSG00000083094	Gm4908	processed_pseudogene
X	46674895	46676447	1	ENSMUSG00000084348	Gm14608	processed_pseudogene
X	46813405	46815290	1	ENSMUSG00000082894	Gm6480	processed_pseudogene
X	132791817	132799178	-1	ENSMUSG00000067377	Tspan6	protein_coding
18	37141921	37153732	-1	ENSMUSG00000073594	Gm10545	lncRNA
18	37143765	37320710	1	ENSMUSG00000102206	Pcdha11	protein_coding
17	24702189	24704228	1	ENSMUSG00000117487	Gm50062	lncRNA
17	34524841	34535648	1	ENSMUSG00000060586	H2-Eb1	protein_coding
11	59263495	59266483	-1	ENSMUSG00000049291	Prss38	protein_coding
11	59266287	59270731	1	ENSMUSG00000086910	Gm15755	lncRNA
11	26359207	26360501	1	ENSMUSG00000081811	Gm12713	processed_pseudogene
11	98239230	98248622	1	ENSMUSG00000061718	Ppp1r1b	protein_coding
19	31891044	31891951	1	ENSMUSG00000114443	Gm19241	processed_pseudogene
19	31927484	31929761	1	ENSMUSG00000118366	9130016M20Rik	lncRNA
19	31959997	32085611	-1	ENSMUSG00000024887	Asah2	protein_coding
10	39026966	39039790	-1	ENSMUSG00000062074	Ccn6	protein_coding
10	39045296	39049248	-1	ENSMUSG00000111055	D030034A15Rik	lncRNA
X	132799448	132801962	-1	ENSMUSG00000084875	4930570D08Rik	lncRNA
10	67861280	67862456	-1	ENSMUSG00000086838	Gm16212	lncRNA
10	39074534	39075297	1	ENSMUSG00000111877	Gm6477	processed_pseudogene
X	132809175	132833195	1	ENSMUSG00000031253	Srpx2	protein_coding
10	39121042	39131096	1	ENSMUSG00000111008	Gm31562	lncRNA
10	67928350	68114570	-1	ENSMUSG00000019947	Arid5b	protein_coding
2	119624423	119624524	-1	ENSMUSG00000065164	Gm23814	snRNA
2	152528955	152529866	1	ENSMUSG00000042814	Mcts2	protein_coding
2	152578171	152579330	1	ENSMUSG00000042745	Id1	protein_coding
9	80333301	80334219	1	ENSMUSG00000111267	Gm18292	processed_pseudogene
