early_ectoderm_NA18511	early_ectoderm_NA18856	early_ectoderm_NA18858	early_ectoderm_NA18912	early_ectoderm_NA19140	early_ectoderm_NA19159	early_ectoderm_NA19160	early_ectoderm_NA19210
COG7	1031	83	334	317	288	396	802	124
GGA2	3331	165	1481	840	639	994	3252	230
EARS2	787	27	283	86	47	106	662	35
UBFD1	2620	74	1110	414	189	569	2152	121
NDUFAB1	27618	653	10252	2619	1630	3483	21644	1059
PALB2	782	34	233	150	101	203	567	40
DCTN5	3063	78	1246	327	215	539	2154	116
PLK1	5421	90	1814	413	262	686	3716	252
ERN2	51	3	37	15	9	14	64	2
CHP2	3	0	7	0	3	9	19	2
PRKCB	182	19	94	234	345	378	340	38
CACNG3	1	1	0	0	4	1	13	1
RBBP6	7313	198	2062	1099	723	1351	5571	414
TNRC6A	5239	583	1696	2040	1846	3146	3597	751
SLC5A11	7	3	1	15	24	26	5	10
ARHGAP17	1377	91	552	432	293	541	1113	144
LCMT1	4843	186	2082	832	544	947	4634	273
AQP8	5	0	4	3	2	2	2	1
ZKSCAN2	573	15	180	64	68	181	437	27
HS3ST4	94	24	33	186	119	135	186	37
C16orf82	38	0	15	9	10	3	23	1
KDM8	209	8	63	52	39	55	142	17
NSMCE1	5891	225	1641	443	491	818	2130	172
IL4R	210	10	115	16	5	22	158	8
IL21R	9	1	1	1	1	0	7	0
GTF3C1	3148	127	959	537	343	653	2139	174
KIAA0556	549	93	162	371	274	376	401	114
GSG1L	3	2	15	17	12	8	44	1
XPO6	2217	100	661	398	255	504	1414	157
SBK1	3739	80	1035	210	197	419	2127	116
NPIPB6	37	2	15	4	5	7	28	1
EIF3CL	1	1	0	3	3	8	11	0
NPIPB7	1	0	0	1	3	2	0	0
CLN3	220	59	44	197	158	263	91	91
APOBR	4	0	0	1	0	0	1	0
IL27	0	0	0	1	0	0	2	0
NUPR1	12	1	62	5	0	3	24	0
SGF29	1874	77	483	248	226	378	1295	95
SULT1A2	34	2	12	20	5	14	63	4
SULT1A1	251	25	85	69	26	9	201	2
NPIPB8	0	0	1	0	0	0	0	0
EIF3C	75	12	14	77	39	85	43	24
NPIPB9	4	2	4	4	5	1	15	2
ATXN2L	3729	127	1369	549	315	655	2807	243
TUFM	20143	452	6368	1597	1174	2552	15343	790
SH2B1	972	32	354	178	144	213	777	64
ATP2A1	36	2	18	23	17	27	32	4
RABEP2	657	31	349	82	52	115	596	36
CD19	17	0	22	1	1	0	51	0
NFATC2IP	4539	121	1568	373	272	765	3019	149
SPNS1	2457	54	1135	201	117	264	2045	79
LAT	109	1	35	8	9	11	78	6
NPIPB11	24	1	14	3	5	7	34	2
BOLA2	0	106	0	288	175	663	0	129
SLX1B	4	1	1	0	0	2	2	0
SULT1A4	0	0	0	0	0	0	1	0
NPIPB12	0	4	0	6	5	9	0	0
SPN	63	6	19	8	5	3	34	7
QPRT	11542	392	9179	1934	764	1418	12702	432
C16orf54	18	0	3	1	0	1	9	0
ZG16	0	0	0	0	0	1	1	0
KIF22	7005	158	2096	520	345	874	5278	321
MAZ	18886	279	4503	959	888	2044	12844	612
PRRT2	2976	141	1483	312	255	585	2423	167
PAGR1	402	164	162	546	372	688	335	221
MVP	57	5	29	36	21	30	97	30
CDIPT	2013	57	1081	186	128	283	1899	84
SEZ6L2	670	36	766	167	98	178	1301	55
ASPHD1	85	5	185	47	46	68	100	14
KCTD13	629	16	245	147	110	191	519	45
TMEM219	7913	316	3162	1055	855	1376	7723	356
TAOK2	741	18	265	61	43	112	485	29
HIRIP3	3717	75	902	261	184	503	2311	124
INO80E	1996	49	686	171	108	294	1622	103
DOC2A	341	17	104	32	32	74	275	25
C16orf92	0	0	1	2	0	2	0	1
TLCD3B	507	12	357	26	55	128	486	26
AC093512.2	6	5	4	41	26	53	5	19
ALDOA	1509	25	548	111	59	135	1991	42
PPP4C	14582	421	5456	1397	884	2170	12061	705
TBX6	37	1	27	13	6	11	64	0
YPEL3	1583	80	811	222	216	380	1986	76
GDPD3	48	2	11	4	4	7	39	1
MAPK3	3225	81	1115	203	192	326	2578	90
CORO1A	1282	26	217	95	90	207	658	61
BOLA2B	95	10	34	41	33	61	70	15
SLX1A	2	2	1	9	4	10	3	3
SULT1A3	13	1	1	5	4	21	7	1
NPIPB13	32	1	15	3	4	4	22	3
CD2BP2	3647	71	1413	345	212	457	2899	118
TBC1D10B	1816	40	560	173	111	223	1488	75
MYLPF	46	3	49	6	4	16	69	1
ZNF48	3403	62	1042	257	151	417	2368	114
SEPTIN1	901	60	468	171	147	220	908	69
ZNF771	1818	69	841	276	184	420	1265	93
DCTPP1	13548	307	3570	953	589	1690	8734	493
SEPHS2	2459	77	1254	288	179	319	2240	95
ITGAL	1	1	0	0	0	2	0	0
ZNF768	1690	31	416	126	91	179	1192	56
ZNF747	539	12	252	50	50	119	469	24
ZNF764	516	25	193	79	56	105	388	32
ZNF688	1170	30	314	95	113	173	802	55
ZNF785	1313	72	393	197	187	401	794	92
ZNF689	1537	32	445	108	103	200	1049	52
PRR14	1744	38	499	141	114	201	1338	75
FBRS	982	23	365	172	98	169	938	57
SRCAP	171	62	47	268	174	352	115	102
TMEM265	1	11	0	48	30	70	0	23
PHKG2	1811	55	725	212	170	263	1647	107
CCDC189	434	8	101	46	36	72	331	15
RNF40	2073	82	590	244	183	350	1654	82
ZNF629	1283	37	388	116	81	222	1020	49
BCL7C	7303	212	2313	1170	729	1059	5716	326
CTF1	159	10	101	33	39	36	174	9
FBXL19	1273	36	420	142	114	189	977	59
ORAI3	1348	38	603	254	167	173	2016	50
SETD1A	936	41	320	106	93	198	659	52
HSD3B7	171	9	90	19	14	20	221	4
STX1B	399	16	172	65	47	82	194	23
STX4	1258	58	624	223	137	232	1244	74
ZNF668	933	20	257	98	61	143	707	53
ZNF646	445	29	137	50	46	109	290	32
PRSS53	6	0	2	8	4	12	28	4
VKORC1	8954	350	3197	1263	980	1915	10332	528
BCKDK	2849	64	1365	265	183	341	2981	122
KAT8	3441	120	1119	435	258	618	2956	184
PRSS8	295	4	552	15	20	35	750	10
PRSS36	63	3	27	8	6	16	60	3
FUS	51710	856	15206	3529	2254	6486	36343	1711
PYCARD	467	2	355	19	19	33	637	5
TRIM72	7	0	5	3	1	1	13	2
PYDC1	29	0	22	0	4	1	87	0
ITGAM	0	2	2	2	1	2	7	0
ITGAX	5	0	2	2	2	0	9	0
ITGAD	0	0	0	1	1	2	0	0
COX6A2	5	2	28	0	0	3	20	0
ZNF843	53	4	9	7	10	16	43	5
ARMC5	371	14	91	44	34	79	289	14
TGFB1I1	166	11	78	32	10	28	482	9
SLC5A2	11	1	12	3	3	4	21	1
C16orf58	864	37	377	104	82	122	869	39
AHSP	6	0	10	0	0	1	7	1
ZNF720	2541	120	894	436	305	551	2132	143
ZNF267	623	21	245	131	106	171	475	62
IGHV1OR16-1	0	0	0	0	0	0	0	0
IGHV1OR16-3	0	0	0	0	0	0	0	0
IGHV3OR16-9	0	0	0	0	0	0	0	0
TP53TG3D	0	0	0	0	0	0	0	0
TP53TG3	0	0	0	0	0	0	0	0
IGHV2OR16-5	0	0	0	0	0	0	0	0
IGHV3OR16-15	0	0	0	0	0	0	0	0
IGHV3OR16-6	0	0	0	0	0	0	0	0
IGHV1OR16-2	0	0	0	0	0	0	0	0
IGHV3OR16-10	0	0	0	0	0	0	0	0
IGHV1OR16-4	0	0	0	0	0	0	0	0
IGHV3OR16-8	0	0	0	0	0	0	0	0
TP53TG3C	0	0	0	0	0	0	0	0
TP53TG3E	0	0	0	0	0	0	0	0
TP53TG3B	0	0	0	0	0	0	0	0
TP53TG3F	0	0	0	0	0	0	0	0
IGHV3OR16-12	0	0	0	0	0	0	0	0
IGHV3OR16-13	0	0	0	0	0	0	0	0
AC136428.1	0	0	0	0	0	0	0	0
IGHV3OR16-11	0	0	0	0	0	0	0	0
IGHV3OR16-7	0	0	0	0	0	0	0	0
SHCBP1	1394	66	364	227	131	322	925	96
VPS35	11267	328	3474	1340	969	2448	7599	660
ORC6	13375	331	4064	1361	752	2119	8409	538
MYLK3	24	9	7	25	14	18	30	10
C16orf87	4913	176	1823	751	517	980	3502	320
GPT2	2054	61	575	260	147	364	1379	120
DNAJA2	8326	241	3338	966	659	1507	7027	361
NETO2	4452	213	504	783	648	1281	2725	307
ITFG1	2210	430	863	1536	1063	1857	2035	578
PHKB	3342	223	1046	925	711	1212	2367	325
ABCC12	93	1	41	1	0	2	5	3
ABCC11	4	1	0	7	5	8	0	0
LONP2	2740	179	767	683	459	927	1991	260
SIAH1	3079	160	993	574	443	981	2213	275
N4BP1	2448	139	895	552	391	815	1929	224
CBLN1	168	3	41	50	54	14	974	6
C16orf78	0	0	0	1	2	6	2	1
ZNF423	1834	306	541	1396	716	1289	1456	423
CNEP1R1	927	38	391	104	93	231	722	64
HEATR3	797	38	291	158	88	178	670	49
TENT4B	1380	53	592	248	173	376	968	138
ADCY7	73	9	27	16	22	24	39	12
BRD7	12541	432	4229	1628	1131	2465	8963	649
NKD1	593	89	149	220	230	250	1078	66
SNX20	0	1	0	0	0	2	1	0
NOD2	4	1	1	3	1	2	15	0
CYLD	499	34	286	108	74	145	456	38
SALL1	1397	51	815	128	85	210	1024	57
HNRNPA1P48	3483	83	1050	284	207	541	2503	141
TOX3	4541	287	1610	1796	1339	2566	2508	489
AC007906.2	89	35	136	178	33	28	392	12
CHD9	9695	714	2799	2271	1772	3104	8297	1037
RBL2	921	132	324	370	318	573	733	160
AKTIP	1196	33	344	162	120	218	886	68
RPGRIP1L	1988	104	520	369	351	644	1369	181
FTO	1529	262	581	1057	715	1316	1004	368
IRX3	431	6	96	36	41	13	387	5
IRX5	278	6	26	19	5	2	157	4
IRX6	12	3	3	5	1	0	11	0
MMP2	1564	51	399	119	43	79	1412	45
LPCAT2	457	75	110	174	158	231	374	72
CAPNS2	0	0	1	0	0	0	1	1
SLC6A2	3	0	0	1	0	0	3	0
CES1	20	0	20	5	1	35	9	13
CES5A	0	0	0	0	0	0	0	0
GNAO1	534	11	86	61	296	476	286	115
AMFR	1424	51	572	195	165	386	1062	87
NUDT21	5894	209	2287	833	526	1584	4510	329
OGFOD1	2573	58	762	311	199	428	1979	118
BBS2	1093	63	364	167	142	291	864	84
MT4	1	0	0	0	0	0	0	0
MT3	162	1	13	8	27	26	137	7
MT2A	1405	30	420	51	57	336	756	47
MT1E	155	4	164	17	20	35	110	9
MT1M	13	0	12	2	5	7	10	0
MT1A	4	0	2	0	0	1	1	0
MT1B	1	0	0	0	0	0	0	0
MT1F	240	8	324	19	17	64	95	6
MT1G	545	20	631	85	93	145	400	37
MT1H	326	12	341	54	39	85	258	15
MT1X	1435	35	1241	101	120	345	1507	56
NUP93	4364	151	1397	524	322	730	3164	237
SLC12A3	0	0	0	2	0	3	0	0
HERPUD1	2382	87	1022	375	190	342	2641	131
CETP	1	1	2	1	1	0	0	0
NLRC5	9	1	3	1	1	6	3	0
CPNE2	2442	78	548	282	264	450	2210	117
FAM192A	5232	201	1901	740	549	1172	3819	315
RSPRY1	2922	120	1027	424	352	699	2023	178
ARL2BP	6885	163	1889	758	659	1050	4890	283
PLLP	108	5	91	8	10	19	108	5
CCL22	0	0	0	0	0	0	0	0
CX3CL1	327	13	49	45	76	59	358	33
CCL17	0	0	0	0	1	3	0	0
CIAPIN1	5797	171	2242	688	454	984	4655	293
COQ9	3282	78	641	248	210	456	2485	145
POLR2C	6554	147	2501	634	399	933	5409	253
DOK4	402	11	200	28	21	47	293	12
CCDC102A	1377	34	283	130	58	163	1367	63
ADGRG5	5	1	6	3	0	8	30	0
ADGRG1	1772	32	230	144	173	310	646	54
ADGRG3	8	0	5	0	1	3	21	4
DRC7	14	0	7	7	4	11	7	3
KATNB1	1398	29	484	132	89	168	965	59
KIFC3	127	12	65	36	24	29	200	14
CNGB1	3	2	2	8	1	5	12	2
TEPP	38	3	29	5	8	6	54	2
ZNF319	213	7	77	17	25	34	177	12
USB1	2679	60	1188	271	149	324	1998	107
MMP15	575	6	247	29	23	64	469	17
CFAP20	5012	121	1625	537	349	744	3721	202
CSNK2A2	4692	142	2147	567	414	973	3643	214
CCDC113	1146	46	289	238	163	296	974	73
PRSS54	1	0	1	1	2	0	1	0
GINS3	1269	33	332	124	92	232	779	49
NDRG4	599	20	389	81	89	233	402	40
SETD6	1295	32	427	124	72	207	998	46
CNOT1	3904	247	1440	893	576	1338	3012	354
SLC38A7	892	20	459	82	75	127	674	42
GOT2	5302	127	1626	613	375	887	3554	232
CDH8	575	88	651	814	155	550	348	123
CDH11	4455	314	2038	1457	1144	2408	2051	615
CDH5	9	0	1	1	1	3	6	0
BEAN1	10	11	3	18	18	18	3	7
TK2	621	30	144	85	99	116	572	30
CKLF	4423	143	1034	662	538	1194	2881	261
CMTM1	19	40	8	163	116	433	11	78
CMTM2	11	1	2	3	1	7	5	0
CMTM3	4051	69	1580	306	256	760	2357	161
CMTM4	1007	82	377	351	218	449	759	92
DYNC1LI2	7251	278	2439	959	737	1759	5675	459
TERB1	0	0	0	2	5	7	0	7
NAE1	18838	451	4511	1615	1249	2530	11578	764
CA7	15	2	3	2	4	4	11	1
PDP2	603	16	296	71	43	91	537	34
CDH16	0	0	0	0	0	0	0	0
RRAD	22	4	17	5	4	6	51	4
CIAO2B	13181	434	4579	1666	904	1833	11087	549
CES2	1778	41	531	133	110	233	1385	54
CES3	105	11	33	26	23	30	86	5
CES4A	88	5	39	16	11	8	115	3
CBFB	2412	139	777	573	403	922	1654	221
C16orf70	582	32	232	85	56	148	508	48
B3GNT9	92	4	103	12	16	8	212	1
TRADD	49	1	32	4	5	5	98	3
FBXL8	10	0	3	0	0	3	22	1
HSF4	7	0	9	0	0	0	18	0
NOL3	275	11	196	46	31	68	705	19
KIAA0895L	901	57	412	136	128	313	844	55
EXOC3L1	16	0	24	1	0	3	28	0
E2F4	3461	68	1089	237	164	401	2534	94
ELMO3	78	2	41	4	5	6	100	5
LRRC29	49	3	55	33	33	37	84	9
TMEM208	6322	187	2527	713	434	806	5650	232
FHOD1	578	19	223	58	36	76	506	18
SLC9A5	69	11	48	21	24	48	88	14
PLEKHG4	180	3	203	7	9	12	151	7
KCTD19	36	11	6	25	14	26	19	19
LRRC36	15	3	1	15	11	11	26	5
TPPP3	990	34	215	155	188	184	1117	41
ZDHHC1	231	36	79	163	104	141	330	25
HSD11B2	226	5	83	18	13	17	380	26
ATP6V0D1	3805	112	1704	561	364	556	3795	162
AGRP	2	0	1	1	0	1	5	0
RIPOR1	517	24	296	79	72	143	295	28
CTCF	8747	304	2394	1113	805	1730	5862	467
CARMIL2	115	2	114	12	5	2	131	4
ACD	2031	45	763	183	161	283	1631	98
PARD6A	1528	31	445	153	150	255	988	63
ENKD1	1519	36	303	144	139	222	959	56
C16orf86	244	16	111	40	23	52	300	11
GFOD2	2368	92	708	314	275	560	1584	171
RANBP10	573	69	179	295	238	336	395	122
TSNAXIP1	241	7	63	45	48	46	208	16
CENPT	2152	38	695	169	135	282	1594	84
THAP11	3329	78	1137	283	227	439	2665	118
NUTF2	17839	420	5447	1783	1018	2206	13785	609
EDC4	1218	26	417	135	91	177	1027	34
NRN1L	73	6	107	12	6	15	167	9
PSKH1	858	46	278	122	107	217	609	45
CTRL	27	2	7	8	5	8	20	2
PSMB10	954	51	285	211	142	290	729	95
LCAT	82	3	47	11	1	13	57	3
SLC12A4	283	8	197	32	11	32	208	7
DPEP3	143	1	555	5	3	9	418	3
DPEP2	1	0	0	1	0	0	1	0
DUS2	730	59	259	164	126	178	548	62
DPEP2NB	0	0	0	0	0	0	1	1
DDX28	1157	18	378	98	69	131	900	24
NFATC3	2755	207	927	653	520	942	1869	309
ESRP2	56	2	76	2	2	6	78	2
PLA2G15	394	7	203	43	34	77	411	23
SLC7A6	1053	62	336	307	182	290	704	88
SLC7A6OS	2469	104	879	365	262	561	2122	136
PRMT7	1435	56	465	228	188	300	1141	94
SMPD3	9	0	6	3	4	6	6	1
ZFP90	2529	168	676	582	452	849	1773	224
CDH3	178	31	272	64	26	56	276	25
CDH1	417	8	762	17	20	43	919	9
TANGO6	337	72	133	188	183	537	252	83
HAS3	280	3	153	15	11	27	265	5
CHTF8	91	3	26	29	22	28	86	6
DERPC	4	1	2	4	0	1	1	0
UTP4	1584	59	506	233	180	385	1216	128
SNTB2	1958	120	767	444	254	495	1309	192
VPS4A	4362	142	1524	516	294	825	3322	188
COG8	1087	43	347	145	95	170	821	47
PDF	28	3	3	10	4	13	27	3
NIP7	4139	92	1525	401	209	537	3228	157
TMED6	4	0	1	6	6	9	2	5
TERF2	2091	90	654	370	263	505	1479	134
CYB5B	6610	167	1772	808	500	1139	4838	329
NFAT5	1554	237	801	1214	764	1185	1400	374
NQO1	1449	74	1240	340	99	283	2305	97
NOB1	3871	89	1594	356	246	575	3395	169
WWP2	560	92	142	374	316	456	386	176
CLEC18A	122	6	187	22	18	17	443	4
PDPR	1199	38	570	161	101	349	1126	111
CLEC18C	42	2	60	16	12	4	93	7
EXOSC6	4343	123	1719	544	277	823	3186	172
AARS	3174	109	1257	349	227	463	2618	124
DDX19B	1562	86	496	268	202	455	1152	123
DDX19A	1868	79	678	321	191	403	1545	123
ST3GAL2	1253	78	403	254	214	321	989	93
FCSK	201	13	75	38	33	54	204	5
COG4	2331	85	821	296	208	357	2186	120
SF3B3	6012	191	1930	674	445	1093	4313	275
IL34	23	3	9	25	13	20	47	8
MTSS2	385	38	101	170	106	183	290	49
VAC14	1215	52	518	182	106	269	925	72
HYDIN	274	104	34	383	339	385	280	130
CMTR2	1431	50	449	154	136	300	970	72
CALB2	16	2	20	2	5	3	102	0
TLE7	1	0	2	0	1	1	1	0
ZNF23	80	40	18	94	74	155	58	50
ZNF19	447	48	158	184	175	258	372	64
CHST4	40	3	19	12	14	16	51	5
TAT	1	0	0	0	0	0	1	0
MARVELD3	189	0	372	5	9	18	425	3
PHLPP2	698	92	227	391	277	404	547	149
AP1G1	1920	128	674	544	368	716	1439	173
ATXN1L	739	23	294	66	49	93	632	26
IST1	4042	192	1586	767	489	1042	3322	323
ZNF821	1957	118	522	333	336	497	1608	163
PKD1L3	1	8	0	42	43	39	5	26
DHODH	1111	28	373	94	67	172	813	48
TXNL4B	640	32	236	134	70	188	486	45
HP	2	0	0	0	0	1	4	0
HPR	0	2	0	7	3	7	1	1
DHX38	2048	80	788	313	169	401	1748	90
PMFBP1	37	29	13	77	54	93	31	23
ZFHX3	2423	314	542	932	688	1448	2082	404
PSMD7	18467	493	6821	1964	1197	2535	13800	821
NPIPB15	91	4	74	17	15	15	67	9
CLEC18B	160	4	251	21	12	9	271	13
GLG1	6720	413	2561	1557	1023	1885	5968	543
RFWD3	1721	92	600	399	241	463	1057	147
MLKL	20	3	17	1	3	0	39	0
FA2H	8	2	34	3	2	3	21	3
WDR59	1589	121	573	429	297	574	1199	165
ZNRF1	5765	235	1773	812	688	1367	4361	422
LDHD	46	6	110	7	8	7	101	0
ZFP1	1116	46	270	195	159	305	775	86
CTRB2	0	0	0	0	0	0	1	0
CTRB1	1	0	1	1	0	2	0	0
BCAR1	1481	38	541	194	138	238	1283	65
CFDP1	18212	769	5580	2739	1993	4407	13843	1276
TMEM170A	5331	170	1655	580	370	909	3474	221
CHST6	546	10	177	35	37	94	299	27
CHST5	2	2	1	3	1	14	2	8
TMEM231	1284	47	205	204	146	292	900	86
GABARAPL2	13736	421	5134	1297	1237	2105	11775	598
ADAT1	1481	37	436	149	105	270	878	67
KARS	5036	128	1656	445	295	713	3939	189
TERF2IP	5626	281	1805	979	750	1229	4808	437
AC025287.4	0	4	0	13	11	7	6	1
DUXB	0	0	0	2	0	0	0	0
CPHXL	0	2	1	8	5	3	0	3
CNTNAP4	7	4	3	14	4	12	15	1
MON1B	1132	45	390	165	108	247	826	69
SYCE1L	1256	67	386	208	161	228	916	81
ADAMTS18	261	84	252	568	1027	691	117	72
NUDT7	998	53	303	98	111	201	879	44
VAT1L	1493	157	345	809	567	779	1539	281
CLEC3A	2	0	0	0	0	1	10	2
WWOX	1416	1178	411	4586	3397	7887	1231	1808
MAF	1440	97	1223	598	658	435	2347	80
DYNLRB2	153	9	25	52	63	85	139	13
CDYL2	137	26	78	160	163	184	96	46
CMC2	6735	203	2197	872	733	1347	5063	498
CENPN	3824	166	1409	625	492	923	4659	288
ATMIN	3426	100	1024	360	290	594	2669	127
C16orf46	124	38	33	111	116	212	110	46
GCSH	1490	526	519	1563	1213	3164	911	894
BCO1	83	22	65	137	150	121	386	31
GAN	416	63	201	246	130	292	353	106
CMIP	2205	230	789	785	541	1006	1625	330
PLCG2	145	42	80	169	100	195	132	71
SDR42E1	5	0	2	16	2	0	3	0
HSD17B2	221	10	510	56	114	60	53	2
MPHOSPH6	5891	184	1423	670	493	1106	3742	222
CDH13	35	15	20	76	27	46	36	7
HSBP1	43961	1204	15429	4727	3167	5920	35559	1756
MLYCD	965	33	406	159	116	171	979	46
OSGIN1	22	1	15	1	5	4	37	1
NECAB2	2075	64	824	212	109	93	1626	48
SLC38A8	48	4	16	5	1	1	10	3
MBTPS1	2734	126	904	489	264	693	2349	154
HSDL1	3108	110	1348	419	274	629	2596	172
DNAAF1	51	2	8	8	16	17	52	4
TAF1C	790	18	294	63	34	86	653	26
ADAD2	3	0	2	0	0	0	7	0
KCNG4	1	0	1	0	0	2	0	0
WFDC1	50	1	104	4	9	3	42	0
ATP2C2	36	0	11	16	11	8	23	3
MEAK7	978	58	362	195	130	273	726	64
COTL1	14216	329	6050	1610	506	1353	11792	558
KLHL36	810	26	274	102	62	111	779	28
USP10	5875	283	2025	1107	719	1751	4154	464
CRISPLD2	17	4	14	4	5	6	31	6
ZDHHC7	1556	43	575	185	115	266	1363	78
KIAA0513	248	18	90	58	41	83	195	17
FAM92B	148	4	18	26	15	14	129	9
GSE1	1428	166	612	458	279	504	1002	206
GINS2	15150	235	3433	1262	766	1987	8834	529
C16orf74	212	13	156	27	30	47	229	17
EMC8	4318	111	1669	537	348	609	3536	219
COX4I1	60285	1943	24682	6640	4661	10191	51245	2722
IRF8	11	0	6	3	0	0	16	0
FOXF1	10	1	1	0	1	0	8	0
MTHFSD	509	30	203	108	86	164	495	48
FOXC2	7	0	2	0	0	2	71	1
FOXL1	5	0	1	0	0	0	7	0
C16orf95	61	31	23	88	63	121	56	37
FBXO31	291	18	103	82	77	80	219	27
MAP1LC3B	6874	268	3072	910	650	1178	6122	350
ZCCHC14	1270	77	413	302	273	486	858	146
JPH3	330	7	191	59	83	143	321	28
KLHDC4	1234	55	394	211	127	375	965	75
SLC7A5	1005	23	370	137	48	129	1142	36
CA5A	0	0	0	0	4	1	0	0
BANP	1544	82	497	304	226	421	1167	132
ZNF469	6	1	5	6	0	2	20	1
ZFPM1	4534	126	1268	471	371	609	3844	167
ZC3H18	5415	197	1544	649	429	983	3596	246
IL17C	5	0	4	0	0	1	4	0
CYBA	11511	388	5991	892	606	1626	11248	327
MVD	4097	79	829	413	216	427	3617	209
SNAI3	22	22	28	88	79	92	32	28
RNF166	1932	48	668	168	88	280	1482	79
CTU2	1356	25	432	109	55	113	1026	52
PIEZO1	115	2	52	5	5	8	77	3
CDT1	7416	116	2030	384	264	711	4103	217
APRT	23970	525	9272	1410	799	2202	18462	707
GALNS	768	26	279	71	65	125	693	40
TRAPPC2L	8747	204	2557	850	414	1335	6322	412
PABPN1L	1	0	0	0	0	0	1	0
CBFA2T3	266	6	123	27	23	54	280	18
ACSF3	1139	33	359	99	85	262	943	83
CDH15	15	3	20	4	3	3	51	1
SLC22A31	57	7	120	8	0	9	109	1
ZNF778	555	25	244	95	72	124	515	37
ANKRD11	18786	618	5618	2892	1596	3391	13598	1075
SPG7	5148	161	1643	747	522	927	4116	252
RPL13	487042	13840	162859	42645	36616	79827	379819	21241
CPNE7	338	8	105	12	23	35	184	18
DPEP1	20	1	39	4	11	5	119	4
CHMP1A	3375	95	1237	270	177	394	2710	90
SPATA33	4958	135	896	362	316	667	3370	221
CDK10	2925	82	829	244	151	442	2046	132
SPATA2L	686	43	362	155	71	133	786	40
VPS9D1	427	40	138	104	101	143	416	49
ZNF276	947	26	247	70	73	131	676	43
FANCA	2000	97	669	385	300	577	1493	189
SPIRE2	668	27	156	112	134	214	464	64
TCF25	11601	306	3770	1277	941	1861	9064	479
MC1R	63	5	23	7	10	20	55	8
TUBB3	154	605	60	2153	2876	5771	76	1666
DEF8	4228	121	1404	657	290	567	3463	179
CENPBD1	553	13	259	64	46	49	439	17
DBNDD1	1011	25	507	57	70	168	941	58
GAS8	402	25	238	28	53	115	551	36
PRDM7	0	0	0	0	2	1	0	0
SCGB1C2	0	0	0	0	0	0	0	0
DOC2B	4	1	3	8	6	8	3	1
RPH3AL	50	19	44	83	85	103	60	25
C17orf97	912	46	316	173	102	88	943	52
RFLNB	801	27	536	96	59	142	506	38
VPS53	1623	151	614	688	480	691	1278	205
TLCD3A	1503	31	515	131	92	187	1197	48
GEMIN4	1354	28	369	115	61	184	1021	44
GLOD4	9387	216	3488	910	753	1626	6448	354
MRM3	1675	55	439	179	122	276	1159	77
NXN	5724	488	1770	1698	1223	2267	4865	730
TIMM22	13	75	6	280	215	455	21	166
ABR	145	116	38	388	366	605	99	162
BHLHA9	0	1	0	0	0	0	0	0
TRARG1	5	1	0	3	3	6	1	0
YWHAE	3466	1837	1357	7071	4864	10691	2730	3053
CRK	63	103	25	443	304	788	55	191
MYO1C	699	28	560	118	66	115	841	43
INPP5K	334	19	144	65	42	90	268	20
PITPNA	3336	194	1251	731	498	839	2445	254
SLC43A2	103	28	34	153	92	111	79	34
SCARF1	0	4	1	25	6	20	0	4
RILP	8	12	5	49	34	44	15	14
PRPF8	2683	242	856	1009	705	1202	2010	327
TLCD2	0	17	0	40	32	49	1	14
WDR81	27	14	33	22	16	31	23	8
SERPINF2	0	0	0	4	1	2	0	1
SERPINF1	3584	136	5960	402	151	370	3380	123
SMYD4	1614	75	484	206	148	270	1090	75
RPA1	6186	169	2291	638	423	876	4713	249
RTN4RL1	46	43	48	166	64	95	114	44
DPH1	31	9	8	17	22	30	31	10
OVCA2	1	1	1	0	0	0	0	0
HIC1	25	1	7	3	6	6	20	1
SMG6	3007	278	1065	1168	830	1548	1936	413
SRR	1941	89	512	321	255	478	1197	130
TSR1	4740	81	1404	369	215	600	3599	159
SGSM2	743	17	254	77	80	179	484	48
MNT	859	26	297	113	65	162	695	35
METTL16	2685	204	880	687	543	1074	1744	285
PAFAH1B1	7996	592	2904	2291	1656	2975	6955	781
CLUH	678	14	190	53	43	60	430	20
RAP1GAP2	167	36	115	94	87	182	153	51
OR1D5	0	0	0	0	0	0	0	0
OR1D2	1	0	0	0	0	1	2	0
OR1G1	0	0	0	0	0	0	0	0
OR1A2	0	0	0	0	0	0	0	0
OR1A1	1	0	0	0	0	1	1	0
OR3A2	1	1	0	0	1	7	1	1
OR3A1	0	0	0	0	0	1	0	0
AC087498.1	1	0	0	0	0	0	0	0
OR1E1	0	0	0	0	0	0	0	0
OR3A3	4	1	1	1	0	1	1	0
OR1E2	0	0	0	0	0	0	0	0
SPATA22	16	0	5	6	4	3	4	4
ASPA	0	0	1	1	0	0	1	0
TRPV3	119	13	29	44	22	24	166	15
TRPV1	299	26	72	102	84	161	198	39
SHPK	456	42	189	169	108	194	374	48
CTNS	651	25	302	120	75	118	599	39
TAX1BP3	2309	93	684	433	303	533	1762	140
EMC6	11495	304	4230	1311	750	1534	9029	440
P2RX5	41	2	35	3	3	8	36	2
ITGAE	9716	292	2448	1106	855	1654	6312	481
HASPIN	507	7	163	40	24	64	298	17
NCBP3	4842	171	1894	723	475	1114	3682	298
CAMKK1	204	10	62	27	22	54	161	21
P2RX1	5	0	12	1	3	0	1	0
ATP2A3	63	5	23	10	7	9	73	1
