pluri_rep1	pluri_rep2	pluri_rep3	pluri_rep4	pluri_rep5	pluri_rep6
Guca1b	21	8	4	5	7	4
Guca1a	66	39	21	30	18	23
X1700001C19Rik	2	0	0	2	3	1
AI661453	14	6	7	4	3	8
Taf8	119	81	43	47	40	31
Ccnd3	1156	791	330	316	474	464
Bysl	541	304	168	186	217	195
Med20	156	121	51	63	87	81
Gm20517	24	14	8	6	8	8
Usp49	26	24	5	7	14	3
Tomm6	100	63	23	37	33	38
Tomm6os	2	1	1	0	0	2
Prickle4	0	0	0	1	0	0
Frs3	17	14	11	6	6	6
Pgc	24	26	4	4	8	6
Tfeb	53	32	20	13	19	13
Mdfi	9	9	4	0	3	4
Foxp4	57	36	10	23	25	28
Treml2	8	5	5	2	5	3
Trem2	1	2	1	0	1	3
Treml1	0	0	0	0	0	0
Nfya	112	78	40	47	39	55
Oard1	862	464	217	231	254	296
Apobec2	35	19	22	17	18	18
Tspo2	41	44	25	30	20	22
Mocs1	10	10	7	8	4	10
Daam2	1	2	0	1	2	1
Kif6	7	3	1	1	4	3
Rftn1	17	9	7	4	7	6
Dazl	1239	664	348	352	458	501
Plcl2	11	11	4	7	9	7
Gm7334	2	1	1	0	0	0
Tbc1d5	72	48	22	15	25	22
Satb1	38	21	15	10	24	16
Gm27217	4	3	1	1	2	1
Kcnh8	20	3	4	3	6	4
Efhb	26	20	8	9	4	13
Rab5a	1013	601	352	355	386	380
Pp2d1	2	0	3	2	2	1
Kat2b	244	180	83	74	71	90
Sgo1	328	279	137	130	165	183
Slc5a7	0	0	1	1	0	0
St6gal2	3	1	2	0	1	0
Gm26547	7	4	3	2	1	3
Pot1b	64	52	19	19	21	14
Zfp119a	33	15	4	4	10	7
Zfp959	65	45	20	19	21	23
Zfp119b	43	22	15	13	14	15
Ebi3	2	4	1	4	1	1
Gm16712	3	0	0	0	0	0
Ccdc94	77	45	21	19	26	31
Shd	16	8	4	4	5	3
Fsd1	239	157	61	87	84	73
Stap2	45	26	10	14	11	14
Mpnd	396	286	113	154	180	167
Sh3gl1	267	198	78	84	96	96
Chaf1a	596	387	220	237	222	258
Ubxn6	547	346	172	200	209	228
Hdgfl2	798	487	292	282	308	332
Plin5	14	9	4	2	6	10
Sema6b	7	10	3	9	5	1
Tnfaip8l1	9	10	3	2	7	2
Mydgf	704	442	240	239	259	260
Dpp9	149	98	43	48	44	54
Fem1a	67	41	20	23	20	24
Ticam1	10	5	8	6	7	7
Plin3	773	462	259	302	325	304
Uhrf1	1138	784	371	421	380	442
Kdm4b	90	74	43	41	40	48
Ptprs	327	226	132	129	125	144
Gm20219	27	10	15	4	3	5
Safb2	732	468	272	292	249	286
Safb	1173	763	379	409	441	447
X2410015M20Rik	2093	1478	699	793	866	903
Rpl36	19767	16766	9314	10353	10403	9938
Lonp1	676	439	203	253	246	250
Catsperd	22	14	7	10	3	8
Ranbp3	330	221	118	118	169	149
Vmac	65	62	35	29	29	31
Ndufa11	3178	2157	1193	1193	1491	1475
Nrtn	185	119	52	45	71	51
Dus3l	182	126	61	66	85	84
Prr22	3	0	0	0	0	0
Rfx2	88	77	34	36	42	50
Acsbg2	2	4	2	3	5	3
X1700061G19Rik	67	46	15	22	24	27
Mllt1	80	47	26	17	22	23
Clpp	1090	705	347	367	437	420
Alkbh7	320	215	140	155	180	178
Gtf2f1	929	600	305	351	358	390
Gm17949	14	8	2	2	0	4
Khsrp	847	549	296	299	325	323
Slc25a41	8	7	3	0	3	3
Slc25a23	61	25	27	20	25	27
Crb3	164	67	40	59	63	59
Dennd1c	27	21	4	9	12	10
Tubb4a	7	4	6	2	0	1
Gm11110	5	5	3	3	1	2
Tnfsf9	4	5	0	6	1	2
C3	10	9	6	5	2	6
Gpr108	97	59	38	32	33	38
Trip10	286	196	101	110	126	124
Rpl7a.ps5	45	50	27	32	48	45
Pdzph1	2	1	1	5	2	2
Nudt12	21	10	5	4	3	8
Efna5	7	7	6	9	8	6
Fbxl17	61	36	15	31	15	19
Fer	220	159	74	75	89	65
Pja2	246	165	80	69	99	99
Man2a1	150	74	36	35	51	52
Vapa	2823	1776	828	831	967	974
Txndc2	2	1	0	0	0	0
Rab31	39	21	9	10	10	8
Ppp4r1	193	124	68	66	68	65
Ralbp1	1688	1100	540	562	620	662
Twsg1	168	104	46	51	55	66
Ankrd12	443	284	169	152	134	165
Ndufv2	2243	1448	731	822	946	892
Washc1	227	155	74	60	68	86
Ddx11	145	100	51	49	53	45
Mtcl1	329	206	122	139	132	118
Rab12	237	133	64	63	76	108
Ptprm	2	5	1	3	1	2
Lama1	76	56	27	28	58	55
Arhgap28	143	118	56	55	58	69
Tmem200c	0	0	0	0	0	0
Epb41l3	114	84	34	34	46	36
X2410021H03Rik	7	9	4	3	4	2
Zbtb14	80	48	17	23	29	22
A930029G22Rik	14	11	6	0	4	6
C030034I22Rik	58	24	12	19	14	11
Dlgap1	33	34	27	10	17	21
Gm20703	47	31	22	25	17	20
Tgif1	1024	647	355	372	439	379
Gm28727	112	34	24	16	14	10
Gm26510	55	27	9	17	19	21
Gm16519	4	4	10	3	1	5
Myl12b	604	399	199	237	258	249
Myl12a	1848	1142	586	636	844	798
Myom1	7	3	2	0	0	2
Lpin2	124	91	40	42	48	42
Emilin2	19	8	4	4	9	4
Smchd1	2196	1493	615	630	695	712
Gm4707	59	46	18	19	23	27
Ndc80	468	320	175	197	184	181
Spdya	13	3	2	3	1	1
Wdr43	1483	1066	528	549	624	591
Clip4	81	45	28	28	26	28
Ypel5	345	240	121	126	164	131
Lbh	20	13	15	12	13	5
Lclat1	35	28	11	13	17	21
Galnt14	0	2	2	0	3	1
Ehd3	23	20	10	12	8	11
Srd5a2	0	0	0	0	0	0
Memo1	231	148	79	70	82	77
Dpy30	3005	1704	886	854	1028	982
Spast	442	226	121	115	126	151
Slc30a6	77	48	11	20	33	24
Yipf4	754	463	200	240	252	251
Birc6	1266	898	407	420	449	514
Gm26749	15	9	4	2	8	8
Ttc27	282	218	73	89	90	115
Ltbp1	46	31	15	9	13	17
Rasgrp3	4	3	4	1	3	2
Fam98a	351	230	133	106	127	119
Crim1	75	45	22	19	17	26
Fez2	169	114	57	61	92	68
Gm10093	24	11	12	5	13	8
Vit	1	0	1	0	0	1
Strn	98	69	49	39	40	40
Heatr5b	75	72	33	32	26	20
Gpatch11	335	236	82	96	111	114
Eif2ak2	186	131	75	57	51	81
Gm26637	1	0	0	1	0	1
Sult6b1	196	146	83	93	87	78
Cebpzos	1643	1056	584	590	612	617
Cebpz	1389	979	515	595	598	570
Ndufaf7	296	187	99	94	124	100
Prkd3	145	93	48	55	75	55
Qpct	25	26	14	14	14	10
Cdc42ep3	246	146	109	109	97	107
Gm17315	0	3	1	0	2	0
Rmdn2	19	12	3	6	10	6
Cyp1b1	3	8	1	3	1	1
Atl2	308	164	106	113	94	99
Hnrnpll	437	245	133	130	138	138
Galm	74	40	13	25	26	39
Srsf7	4324	2453	1321	1331	1559	1506
Gemin6	567	340	164	151	214	194
Dhx57	110	67	40	45	37	45
Morn2	230	161	85	77	92	99
Arhgef33	5	0	3	0	1	0
Sos1	306	208	84	101	99	120
Cdkl4	3	5	1	3	0	0
Map4k3	162	115	50	51	57	50
Tmem178	6	4	0	0	5	1
Thumpd2	71	49	27	14	16	34
Slc8a1	0	1	1	1	0	0
Pkdcc	36	23	15	10	11	19
Eml4	1219	833	351	362	420	404
Cox7a2l	3062	2189	1030	1094	1287	1221
Kcng3	1	0	3	1	0	0
Mta3	875	551	271	283	335	318
C430042M11Rik	22	11	5	10	5	9
Zfp36l2	645	331	175	206	182	171
Thada	114	87	38	44	54	52
Plekhh2	51	41	15	18	16	18
Dync2li1	232	132	69	61	73	51
Lrpprc	678	468	232	209	214	211
X1110020A21Rik	3	3	0	2	1	1
Ppm1b	569	376	223	195	225	234
Slc3a1	2	1	1	0	3	0
Prepl	90	64	26	32	35	28
Camkmt	16	12	9	3	8	4
Six3	5	1	2	6	2	5
Six2	3	3	2	0	0	0
Srbd1	384	255	103	127	138	135
Prkce	7	7	2	4	3	5
Epas1	140	85	66	41	58	70
Rhoq	89	52	28	38	28	20
Pigf	398	254	137	153	163	166
Cript	933	577	295	306	381	339
Socs5	35	31	7	12	9	15
Mcfd2	112	100	58	48	68	64
X4833418N02Rik	2	4	1	1	1	0
Ttc7	17	10	6	10	10	4
Calm2	5619	3591	1831	1918	2238	2156
Epcam	2683	1637	820	819	923	871
Msh2	2520	1790	764	777	806	847
Kcnk12	34	22	4	14	8	4
Msh6	2755	1797	917	932	908	973
Fbxo11	262	160	74	78	77	106
Foxn2	193	157	77	88	71	103
Ppp1r21	81	57	37	27	33	35
Ston1	24	14	10	8	5	12
Gm10184	44	21	3	9	3	11
Nrxn1	9	11	8	3	7	4
Adcyap1	3	1	1	3	1	0
Mettl4	59	29	14	18	18	20
Gm1976	11	5	3	6	2	1
Gm26734	19	7	13	8	6	8
Gm20939	112	74	44	50	37	51
Gm47283	698	585	265	297	351	353
Crem	135	98	37	33	45	41
Gm6225	2	0	1	0	0	0
Cul2	811	554	259	247	232	294
Bambi	180	115	66	71	49	59
Map3k8	32	15	10	8	12	10
Mtpap	187	117	63	78	88	73
Jcad	29	26	17	11	10	19
Svil	199	150	86	84	76	68
Gm26682	1	0	0	0	1	1
Zfp438	28	18	9	13	8	14
Zeb1	168	153	78	81	71	74
Arhgap12	329	260	138	133	114	144
Kif5b	2202	1295	651	736	797	821
Rpl27.ps3	440	236	114	140	143	133
Epc1	283	169	80	86	84	86
Gm28529	4	6	0	1	0	0
Rab18	684	486	209	242	253	244
Mkx	4	0	3	4	1	3
Mpp7	154	107	47	53	54	59
Wac	814	552	259	298	299	301
Fzd8	32	10	8	14	12	9
Gjd4	0	0	0	0	0	0
Ccny	219	152	73	59	66	68
Colec12	31	27	19	16	10	22
Gm17430	14	11	7	6	7	14
Thoc1	343	216	106	96	130	141
Usp14	1636	1079	495	552	558	590
Rock1	1539	926	459	461	480	531
Greb1l	53	32	10	10	14	11
Esco1	266	176	82	69	79	101
Snrpd1	5548	3429	1673	1725	2118	2049
Abhd3	4	6	2	5	5	7
Mib1	199	120	76	55	75	79
X1010001N08Rik	0	1	0	0	0	0
Gata6	20	21	18	12	12	16
Rbbp8	320	160	86	97	84	86
Gm6277	2	3	1	1	0	3
Cables1	30	25	4	6	9	15
Tmem241	24	20	6	10	8	7
Riok3	527	325	141	161	156	196
X3110002H16Rik	158	98	69	53	68	53
Npc1	287	191	115	95	93	123
Gm15956	1	2	1	1	0	1
Ankrd29	12	7	4	1	5	3
Lama3	72	42	15	28	21	26
Ttc39c	57	39	20	15	27	21
Osbpl1a	416	242	169	165	144	161
Impact	986	632	296	331	322	322
Zfp521	10	9	4	5	2	5
Gm5160	20	9	10	9	6	6
Ss18	491	357	166	155	204	158
Psma8	92	64	29	27	25	32
Taf4b	226	147	78	82	75	97
Kctd1	7	11	7	2	8	7
Aqp4	0	1	0	0	0	1
Gm10036	92	52	73	96	77	76
Cdh2	81	46	13	16	21	20
Dsc3	2	0	2	0	0	0
Dsc2	10	4	0	1	6	1
Dsg3	1	0	0	0	0	0
Dsg2	133	96	55	44	67	77
Ttr	49	38	29	28	88	64
Gm10269	28	21	13	17	20	22
B4galt6	288	190	104	108	88	111
Trappc8	316	187	79	78	78	87
Rnf125	84	44	31	26	31	34
Rnf138	971	571	308	320	337	333
Mep1b	182	101	58	58	68	70
Garem1	42	21	20	12	11	19
Klhl14	1	0	0	2	0	0
X4930426D05Rik	0	0	0	1	0	0
Asxl3	16	9	6	6	4	8
Nol4	0	2	0	0	3	0
Dtna	107	67	26	31	19	29
Gm15972	1	0	0	0	0	2
Mapre2	146	108	58	41	42	54
Zfp397	197	79	78	67	70	58
Zfp35	88	64	32	38	50	34
Zfp24	400	277	142	119	148	142
Ino80c	310	160	85	98	89	102
Galnt1	486	304	172	172	164	169
X2700062C07Rik	252	155	84	94	110	125
Rprd1a	302	203	115	104	127	143
Slc39a6	236	119	52	56	68	58
Elp2	320	249	124	104	137	142
Mocos	10	6	2	4	0	1
Fhod3	58	39	27	21	15	15
Tpgs2	296	194	86	100	126	107
AW554918	53	45	14	16	22	28
Celf4	113	67	37	30	55	53
Pik3c3	162	101	47	54	55	62
Rit2	1	0	0	0	0	0
Syt4	8	7	2	0	0	0
Slc25a46	201	147	74	65	73	64
B930094E09Rik	3	3	1	0	2	0
Sap130	176	127	64	70	71	72
Ammecr1l	204	127	52	58	81	81
Gm26533	5	3	3	4	3	2
Polr2d	816	447	236	244	315	277
Wdr33	640	348	163	158	213	222
Gm26823	0	1	1	2	1	1
Sft2d3	141	83	42	41	60	67
Lims2	2	2	1	0	2	1
Iws1	1060	714	383	365	396	400
Proc	16	9	6	4	9	2
Map3k2	103	67	36	42	31	43
Ercc3	180	108	57	56	56	71
A830052D11Rik	1	2	2	0	3	3
Bin1	110	58	33	41	30	39
Gypc	5	1	0	3	0	1
Tslp	1	0	0	0	1	0
Wdr36	898	591	254	293	262	277
Camk4	3	4	0	1	0	2
Stard4	135	105	41	44	45	53
Nrep	51	48	21	11	23	19
Epb41l4aos	498	411	269	284	243	266
Epb41l4a	186	157	50	57	71	70
Apc	448	274	169	146	175	170
Srp19	1663	1134	636	660	750	735
Reep5	1002	599	281	263	330	301
Fam13b	140	85	56	37	44	58
Wnt8a	22	17	5	4	6	7
Nme5	10	6	5	1	6	8
X4933408B17Rik	55	29	28	31	14	18
Brd8	1535	1229	613	614	575	625
Kif20a	693	424	217	224	213	267
Cdc23	437	277	141	144	146	164
Gfra3	7	1	3	0	0	1
Cdc25c	136	105	36	47	56	62
Gm3550	19	21	12	19	10	22
X2010110K18Rik	8	4	3	5	4	2
Fam53c	111	54	40	49	33	39
Kdm3b	478	326	190	169	176	209
Gm26538	6	1	0	1	1	1
Reep2	21	20	7	6	9	11
Egr1	1665	872	300	316	398	406
Etf1	2626	1541	808	800	896	923
Hspa9	4586	2996	1467	1502	1564	1725
Ctnna1	1622	1051	531	570	568	567
Lrrtm2	4	1	2	1	2	0
Sil1	116	101	39	41	44	47
Gm5239	6	2	2	2	6	2
Gm28285	12	12	2	3	2	3
Matr3	2712	1750	891	916	914	940
Paip2	3067	1791	850	841	990	977
Slc23a1	18	8	6	8	8	11
Mzb1	31	20	11	13	9	11
Prob1	11	9	6	3	9	7
Spata24	215	138	80	70	96	95
Dnajc18	98	58	38	26	30	44
X1700066B19Rik	3	6	2	3	1	0
Ecscr	30	17	4	7	10	13
Tmem173	10	8	0	4	4	3
Ube2d2a	2077	1222	557	584	721	627
Cxxc5	301	256	115	114	148	135
Gm29417	3	0	3	0	0	0
Psd2	1	1	1	1	1	2
Nrg2	34	17	10	9	4	9
Pura	1053	611	370	367	372	424
Igip	15	7	6	7	3	4
Cystm1	776	466	234	244	284	283
Pfdn1	2751	1825	963	1112	1286	1234
Hbegf	235	147	74	85	88	91
Ankhd1	496	328	155	137	173	178
Sra1	1115	745	397	391	480	477
Slc35a4	218	140	72	72	85	81
E230025N22Rik	3	4	1	2	0	1
Cd14	2	2	1	0	1	2
Tmco6	64	44	12	23	18	24
Ndufa2	2202	1827	887	975	1126	1043
Ik	832	606	342	333	367	348
Wdr55	298	171	110	89	104	95
Dnd1	271	177	65	82	87	89
Hars	511	319	166	150	185	168
Hars2	88	55	28	31	37	41
Zmat2	1859	1203	718	760	816	847
Pcdha11.1	1	0	0	0	0	0
Pcdhac2	0	0	1	0	0	0
Pcdhb2	0	0	0	0	0	0
Pcdhb4	0	0	0	0	0	0
Pcdhb5	0	0	0	0	0	0
Pcdhb9	0	0	0	0	0	0
Pcdhb11	0	0	0	0	0	1
Pcdhb14	0	1	0	0	0	2
Pcdhb16	0	2	0	0	0	1
Pcdhb17	0	0	0	0	0	0
Pcdhb18	0	0	0	0	0	0
Pcdhb19	1	0	0	0	0	1
Pcdhb20	0	0	0	0	0	0
Pcdhb21	1	1	0	1	0	0
Pcdhb22	0	1	1	0	0	0
Slc25a2	0	0	1	0	0	0
Taf7	2520	1693	810	825	839	866
X3222401L13Rik	25	13	10	12	6	18
Pcdhga1	2	0	0	1	3	3
Pcdhga2	1	0	0	1	1	0
Pcdhga4	1	0	0	0	0	0
Pcdhgb2	0	1	1	0	0	1
Pcdhga5	1	1	0	1	0	1
Pcdhga6	2	0	0	0	1	0
Pcdhga7	0	0	0	0	0	0
Pcdhgb4	0	1	1	2	0	0
Pcdhga8	0	1	0	0	0	0
Pcdhgb5	2	1	0	0	1	0
Pcdhga9	0	0	0	0	0	0
Pcdhgb6	2	0	1	0	0	0
Pcdhga10	2	1	0	0	2	0
Pcdhgb7	1	0	0	0	1	0
Pcdhga11	1	1	1	1	0	1
Pcdhga12	17	17	5	5	10	7
BC037039	3	4	1	0	0	1
Pcdhgc3	5	0	2	3	1	3
Pcdhgc4	12	8	5	4	3	5
Pcdhgc5	7	2	6	2	2	5
Gm29994	11	10	4	3	8	10
Diaph1	1267	820	448	467	474	450
Hdac3	242	159	74	67	92	96
Rell2	5	4	4	5	5	6
Fchsd1	10	3	3	3	5	3
Arap3	8	4	3	1	4	0
Pcdh1	20	9	10	2	5	12
X1700086O06Rik	22	9	10	8	4	8
X0610009O20Rik	156	96	45	53	61	77
Pcdh12	1	1	0	0	0	0
Rnf14	313	204	93	102	104	114
Gnpda1	582	399	229	239	263	237
Ndfip1	589	358	179	192	202	214
Spry4	119	29	25	25	16	31
Arhgap26	36	19	9	11	9	12
Fgf1	1	1	1	1	1	0
Nr3c1	95	60	46	38	36	47
Yipf5	541	353	162	180	217	204
X2900055J20Rik	0	3	0	1	0	2
Prelid2	1380	980	481	436	563	511
Sh3rf2	4	1	1	0	4	4
Gm5689	1	1	0	0	0	0
Lars	2289	1454	702	717	772	817
Rbm27	1151	750	391	427	403	423
Pou4f3	8	3	7	4	5	5
Tcerg1	2147	1353	706	728	777	787
Ppp2r2b	6	3	3	4	2	0
Stk32a	7	2	0	0	0	0
Dpysl3	142	126	66	63	68	78
Eif3j2	45	19	12	16	13	14
Jakmip2	11	8	3	2	3	3
Spink1	60	31	46	53	61	62
Spink5	0	0	0	0	0	0
Dcp2	368	298	131	161	172	167
Mcc	22	14	16	5	7	11
Ythdc2	229	144	67	74	79	71
Kcnn2	27	20	14	12	9	4
Trim36	25	21	12	11	11	10
Pggt1b	48	32	14	6	16	13
Ccdc112	308	188	95	88	128	107
Fem1c	326	255	109	120	122	117
Ticam2	1	0	0	0	1	1
Tmed7	430	253	132	113	127	104
Eif1a	1750	1261	657	647	776	840
Cdo1	268	168	81	91	88	66
Atg12	411	309	145	155	213	176
Ap3s1	444	289	112	163	151	147
Arl14epl	155	113	54	68	84	72
Commd10	459	284	155	142	168	184
Sema6a	91	54	19	35	23	25
Eno1b	67	29	24	19	19	22
Dtwd2	136	93	41	44	53	44
Dmxl1	996	645	420	388	352	372
Tnfaip8	276	190	85	81	102	107
Hsd17b4	368	241	101	109	127	125
Prr16	1	0	0	0	1	0
Gm4950	55	21	36	31	29	39
Srfbp1	426	276	141	116	155	157
Lox	4	3	2	1	2	1
Sncaip	6	3	1	1	1	0
Snx2	804	536	267	290	348	311
Snx24	79	30	15	22	23	19
Ppic	627	420	173	156	200	198
Prdm6	2	1	0	2	2	0
Cep120	153	97	55	55	60	72
Csnk1g3	422	304	119	112	138	144
Zfp608	22	12	12	7	6	8
Gramd3	83	63	30	27	43	37
Aldh7a1	709	459	213	203	266	214
Phax	1210	813	360	353	476	467
Lmnb1	2312	1395	717	713	803	853
March3	12	6	5	5	2	2
C330018D20Rik	81	55	16	21	36	38
Megf10	2	0	1	0	0	3
Prrc1	722	473	235	240	270	277
Slc12a2	562	337	179	200	199	194
Fbn2	31	15	9	13	8	11
Slc27a6	0	2	0	0	0	0
Isoc1	365	228	133	112	125	158
Adamts19	7	5	2	0	0	2
A730017C20Rik	0	0	1	1	0	1
Chsy3	1	1	0	0	1	0
F830016B08Rik	0	1	1	0	0	0
Iigp1	0	2	0	1	1	2
Smim3	12	10	4	3	6	9
Dctn4	269	196	112	107	95	127
Rbm22	418	289	163	161	157	179
Synpo	5	1	0	0	0	1
Ndst1	32	18	10	13	13	11
Rps14	53255	39109	21139	22452	25343	24662
Cd74	36	24	13	15	17	8
Tcof1	1548	1209	565	643	658	719
Arsi	0	1	0	0	0	1
Camk2a	2	2	0	0	0	0
Cdx1	13	21	11	6	6	4
Pdgfrb	7	3	1	2	1	3
Csf1r	4	0	1	0	1	1
Hmgxb3	159	96	67	57	44	64
Slc26a2	116	69	42	31	36	39
Ppargc1b	17	22	7	11	3	7
Arhgef37	1	1	0	0	0	0
Csnk1a1	2713	1707	883	916	965	980
Bvht	50	31	19	20	20	11
Carmn	1	1	0	2	0	1
Il17b	28	16	10	14	7	10
Pcyox1l	76	52	29	24	35	22
Grpel2	259	228	109	102	116	111
X1500015A07Rik	44	14	26	15	25	16
Afap1l1	24	20	8	8	9	11
Ablim3	3	4	0	0	2	0
Sh3tc2	2	3	1	2	2	0
Adrb2	27	11	10	3	7	14
Gm9949	2	0	1	2	0	0
Fbxo38	235	146	60	64	75	87
Spink10	7	2	1	0	2	0
X2700046A07Rik	18	6	4	3	8	7
Apcdd1	2	2	2	1	2	0
Napg	426	298	139	147	174	175
Piezo2	7	2	1	2	1	0
Txnl1	3184	1975	886	907	1123	1173
Wdr7	36	31	23	33	26	26
St8sia3	5	8	6	0	0	1
Onecut2	10	4	5	2	8	4
Fech	96	59	36	36	38	45
Nars	1450	1112	614	618	691	735
Atp8b1	0	1	0	0	3	0
A330084C13Rik	12	5	4	4	6	4
Nedd4l	118	68	33	41	32	31
Alpk2	0	5	1	1	3	1
Malt1	95	67	37	38	42	32
Zfp532	140	96	53	42	49	61
Sec11c	342	214	119	112	116	118
Grp	2	1	0	0	0	0
Rax	8	6	4	5	9	3
Lman1	1596	970	471	488	534	565
Ccbe1	2	3	0	0	2	2
Pmaip1	573	380	187	226	200	253
Mc4r	0	0	0	0	0	0
Gnal	6	8	10	6	6	6
Chmp1b	152	96	49	61	67	52
Mppe1	10	7	3	5	2	2
Impa2	1361	948	505	515	613	584
Cidea	71	50	32	23	41	31
Tubb6	414	263	124	129	151	134
Afg3l2	414	263	148	148	134	160
Prelid3a	39	22	22	13	9	28
Spire1	337	249	123	105	111	114
Gm17669	10	3	5	3	4	3
Cep76	122	72	32	33	29	31
Psmg2	618	440	185	191	234	263
Ptpn2	765	542	270	272	316	255
Gm26910	29	10	6	8	6	8
Seh1l	878	509	286	264	316	347
Cep192	574	385	197	168	205	194
Ldlrad4	10	3	2	1	3	9
Fam210a	188	148	81	70	72	69
Rnmt	826	560	323	304	356	355
Tcf4	388	246	127	142	127	145
Ccdc68	12	9	6	8	8	8
Rab27b	2	0	0	0	0	3
Dynap	0	0	0	1	0	0
X4930503L19Rik	101	78	30	42	26	41
Stard6	4	5	4	1	2	3
Poli	104	73	39	34	38	39
Mbd2	237	162	71	78	87	84
Dcc	0	1	0	1	0	1
Mex3c	208	127	81	80	73	88
Smad4	632	420	213	219	234	252
Elac1	37	14	6	7	8	7
Me2	690	541	255	215	248	280
Mro	1	0	1	0	1	0
Mapk4	15	13	7	7	4	3
D730045A05Rik	2	1	1	0	1	0
Gm9925	8	3	5	1	1	3
Ska1	336	202	105	94	123	135
Cxxc1	191	131	58	68	69	86
Mbd1	89	58	36	39	41	46
Cfap53	18	7	7	3	9	7
Myo5b	10	2	1	2	0	8
Acaa2	450	298	126	144	186	162
Lipg	13	15	4	0	5	4
Rpl17	26445	16897	7709	7943	8979	8746
BC031181	935	643	293	298	381	389
Dym	220	174	71	72	78	83
Smad7	729	381	172	216	212	227
Ctif	13	8	8	3	3	5
Zbtb7c	6	6	2	4	3	4
Smad2	330	197	98	108	115	109
Ier3ip1	563	440	238	235	281	263
Hdhd2	348	215	90	95	96	111
Katnal2	43	49	12	8	18	10
Pias2	692	432	217	253	234	249
St8sia5	3	3	2	2	1	3
Rnf165	157	103	42	61	41	38
X8030462N17Rik	143	104	48	52	58	55
A330094K24Rik	8	6	2	2	6	4
Haus1	970	641	292	284	360	349
Atp5a1	6584	4285	2154	2150	2446	2459
Pstpip2	6	0	2	1	4	0
Epg5	23	15	9	9	9	4
Slc14a1	0	0	1	0	1	1
Gm6133	10	5	6	9	8	15
Setbp1	32	37	17	17	11	14
Pard6g	55	44	17	17	23	24
Adnp2	152	93	63	47	49	60
Rbfa	561	380	207	183	240	223
Gm16286	1539	1010	500	496	586	588
Txnl4a	3080	1813	801	877	1021	950
Hsbp1l1	15	6	3	4	4	11
Pqlc1	40	45	23	14	17	22
Kcng2	4	4	3	2	2	1
Ctdp1	221	132	97	62	70	79
Nfatc1	9	1	2	4	5	5
Atp9b	113	60	25	45	40	45
Sall3	110	59	34	36	17	21
Gm27239	10	3	0	1	2	4
Mbp	127	103	44	56	44	57
Zfp236	77	49	34	26	31	31
X4930445N18Rik	2	2	1	0	0	0
Zfp516	296	201	118	113	106	118
Tshz1	11	9	5	4	4	7
Zadh2	8	2	2	4	4	5
Zfp407	155	114	56	53	55	69
Cndp1	1	2	0	0	1	1
Cndp2	416	259	174	194	201	206
Fam69c	0	1	1	0	0	1
Cyb5a	1040	665	316	351	407	382
Fbxo15	1358	949	517	547	607	592
Timm21	172	132	54	63	67	70
Neto1	1	1	0	0	0	0
Cbln2	4	1	0	1	1	2
Socs6	203	143	72	85	84	90
Rttn	73	49	25	20	15	21
Dok6	1	2	0	0	0	0
Tmx3	158	138	49	42	63	71
Gm45871	45	27	20	14	21	10
Ighmbp2	73	61	33	32	23	30
Mrpl21	2179	1368	744	763	882	865
Cpt1a	103	72	38	43	47	29
Tesmin	44	30	17	15	14	12
Gal	9	4	2	2	1	1
Ppp6r3	754	508	250	260	246	310
Lrp5	24	22	12	8	10	17
X1810055G02Rik	177	94	61	37	58	63
Kmt5b	448	304	154	148	153	141
Chka	531	373	232	227	210	209
Tcirg1	46	27	13	12	19	17
Ndufs8	1234	720	392	424	485	473
Aldh3b1	15	9	10	2	6	0
Unc93b1	31	23	13	9	8	13
Aldh3b2	9	8	3	2	6	3
Acy3	100	53	36	35	32	34
Nudt8	1	0	1	0	0	0
Nudt8.1	16	8	6	5	5	8
Doc2g	4	7	6	4	5	4
Ndufv1	1336	848	435	470	518	584
Gstp1	694	170	46	28	32	31
Gstp2	402	113	33	34	21	25
Gstp3	61	35	18	31	27	24
Cabp2	6	0	3	1	0	0
Cdk2ap2	424	275	150	184	203	206
Pitpnm1	9	7	4	2	3	5
Aip	250	155	95	99	106	117
Cabp4	11	8	6	3	6	3
Coro1b	363	248	120	121	138	162
Ptprcap	19	15	6	7	12	10
Rps6kb2	58	44	27	22	33	29
Carns1	12	7	2	6	3	1
Tbc1d10c	18	6	3	6	8	4
Ppp1ca	2617	1721	839	861	992	1047
Rad9a	81	48	39	37	36	37
Clcf1	1	3	0	0	0	1
Pold4	79	60	46	35	37	42
Ssh3	1	2	1	1	0	2
Ankrd13d	30	29	14	20	16	17
Grk2	245	144	79	78	97	84
Kdm2a	547	366	179	175	207	207
Rhod	62	52	20	19	20	24
Syt12	6	4	1	0	0	1
Pcx	73	38	21	23	19	29
Lrfn4	56	34	18	19	16	21
Rce1	327	211	97	104	144	108
Gm960	7	5	1	1	0	2
Sptbn2	167	107	55	49	65	78
Gm21992	21	15	13	10	4	10
Rbm4b	516	286	188	190	132	170
Rbm4	64	41	23	32	16	25
Rbm14	378	226	108	108	117	126
Ccs	622	405	184	188	239	233
Ctsf	53	51	17	16	29	27
Actn3	68	42	15	17	15	19
Zdhhc24	39	20	11	11	13	10
Bbs1	8	13	10	7	2	9
Dpp3	627	402	214	197	210	213
Peli3	9	6	7	3	1	3
Mrpl11	1899	1138	536	589	657	626
Npas4	18	1	1	2	1	1
